0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0
0,0,0,31,32,32,32,32,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,44,32,32,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0,42,42,42,0,0,0,0,0,0,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0
0,0,0,41,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0
0,0,0,51,52,52,52,52,52,52,52,52,52,53,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,32,32,32,32,32,32,32,0,0,0,0,0,0,32,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,42,42,42,42,42,42,0,32,32,32,0,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31,32,32,32,32,32,32,33,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,43,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,31,32,32,32,32,32,32,32,33,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,44,32,32,32,32,33,0,0,0,0,0,42,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,42,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,42,0,0,0,31,32,32,45,42,42,42,42,42,42,42,44,32,32,33,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,42,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,42,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,42,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,51,52,52,52,52,52,52,52,52,52,52,52,53,0,0,0,0,0,42,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31,32,32,32,32,32,32,32,33,0,0,0,0,42,0,0,0,0,0,51,52,52,52,52,52,52,52,52,52,52,52,52,52,53,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,42,42,42,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,0,42,42,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,42,42,31,32,32,32,32,32,32,32,32,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41,42,42,42,42,42,42,42,43,0,0,0,0,0,0,0,42,42,42,0,0,0,0,42,42,0,41,42,42,42,42,42,42,42,42,0,0,0,0,0,0
